Fault_ID,Timestamp,Plant_ID,Equipment_ID,Fault_Type,Severity,Response_Time_Min,Resolution_Time,Downtime_Min,Energy_Loss_kWh,Cost_Loss_USD
889,2025-05-14 20:30:00,10,EQ-00248,AC Fault,High,41,2025-05-14 23:47:00,197,447.07,36.97
890,2025-04-03 19:30:00,18,EQ-00482,Over Voltage,Medium,19,2025-04-04 01:21:00,351,158.54,14.54
891,2025-03-01 23:30:00,17,EQ-00436,Communication Loss,Medium,50,2025-03-02 03:17:00,227,324.91,33.28
892,2025-05-27 13:45:00,9,EQ-00217,Over Voltage,Low,55,2025-05-27 19:21:00,336,499.84,42.9
893,2025-04-02 00:00:00,19,EQ-00494,AC Fault,Medium,26,2025-04-02 01:02:00,62,408.52,38.15
894,2025-06-21 12:30:00,8,EQ-00190,Breaker Trip,Low,5,2025-06-21 13:48:00,78,31.79,3.0
895,2025-03-28 12:30:00,1,EQ-00004,Over Voltage,Low,42,2025-03-28 17:31:00,301,336.22,55.33
896,2025-01-06 01:30:00,13,EQ-00337,Inverter Failure,Medium,59,2025-01-06 07:51:00,381,212.86,33.23
897,2025-04-02 13:45:00,6,EQ-00148,Communication Loss,High,43,2025-04-02 16:13:00,148,461.0,62.02
898,2025-05-02 05:15:00,10,EQ-00269,Breaker Trip,Low,39,2025-05-02 05:29:00,14,433.5,46.52
899,2025-03-11 13:15:00,19,EQ-00494,Inverter Failure,Low,53,2025-03-11 14:38:00,83,300.75,35.62
900,2025-09-25 04:00:00,8,EQ-00216,Low Irradiance,High,38,2025-09-25 04:31:00,31,326.74,29.75
901,2025-06-07 11:00:00,3,EQ-00058,Communication Loss,Medium,10,2025-06-07 11:39:00,39,404.54,63.67
902,2025-08-13 14:45:00,17,EQ-00441,Under Voltage,High,23,2025-08-13 16:14:00,89,217.04,21.35
903,2025-01-08 12:45:00,18,EQ-00468,DC Fault,Medium,38,2025-01-08 18:20:00,335,152.09,13.39
904,2025-05-08 11:00:00,4,EQ-00084,Breaker Trip,Low,55,2025-05-08 12:39:00,99,42.77,4.53
905,2025-09-11 08:00:00,1,EQ-00007,AC Fault,Medium,32,2025-09-11 11:41:00,221,462.54,51.78
906,2025-12-29 18:15:00,19,EQ-00490,Under Voltage,Medium,59,2025-12-29 21:25:00,190,315.4,44.04
907,2025-09-03 21:30:00,16,EQ-00415,Breaker Trip,Medium,27,2025-09-03 23:05:00,95,48.69,8.31
908,2025-02-22 23:00:00,6,EQ-00145,AC Fault,Low,20,2025-02-23 02:09:00,189,293.95,34.3
909,2025-02-10 23:00:00,16,EQ-00426,DC Fault,High,58,2025-02-11 06:29:00,449,271.21,29.56
910,2025-03-19 08:45:00,6,EQ-00162,Over Voltage,Low,31,2025-03-19 16:39:00,474,427.28,53.7
911,2025-09-25 01:15:00,18,EQ-00467,AC Fault,High,56,2025-09-25 02:05:00,50,426.42,38.22
912,2025-01-30 02:30:00,16,EQ-00430,Transformer Overheating,Low,13,2025-01-30 10:18:00,468,392.7,40.81
913,2025-06-08 03:15:00,7,EQ-00184,Breaker Trip,Low,16,2025-06-08 07:56:00,281,492.56,61.48
914,2025-10-03 04:45:00,13,EQ-00334,Transformer Overheating,Low,22,2025-10-03 09:59:00,314,439.45,63.95
915,2025-08-25 15:45:00,3,EQ-00070,Breaker Trip,Medium,20,2025-08-25 20:49:00,304,324.77,42.43
916,2025-03-24 14:30:00,20,EQ-00523,Inverter Failure,Medium,18,2025-03-24 15:11:00,41,116.67,20.35
917,2025-07-21 22:45:00,9,EQ-00231,Low Irradiance,High,31,2025-07-22 06:37:00,472,113.42,19.91
918,2025-02-27 15:45:00,3,EQ-00064,Breaker Trip,Medium,28,2025-02-27 21:57:00,372,268.34,36.97
919,2025-06-09 02:30:00,2,EQ-00042,Inverter Failure,Low,14,2025-06-09 08:35:00,365,351.68,44.9
920,2025-03-14 23:15:00,12,EQ-00301,Grid Outage,High,21,2025-03-15 01:19:00,124,79.33,7.3
921,2025-01-02 22:15:00,12,EQ-00311,Communication Loss,High,30,2025-01-03 04:10:00,355,481.27,74.28
922,2025-03-01 03:30:00,6,EQ-00154,Low Irradiance,High,24,2025-03-01 04:56:00,86,215.22,32.78
923,2025-04-23 10:00:00,15,EQ-00384,Communication Loss,Low,27,2025-04-23 17:10:00,430,196.63,28.4
924,2025-07-24 11:30:00,2,EQ-00048,Low Irradiance,Medium,29,2025-07-24 15:18:00,228,413.25,37.52
925,2025-03-28 02:15:00,3,EQ-00076,Breaker Trip,Low,39,2025-03-28 07:02:00,287,419.93,48.34
926,2025-03-08 16:30:00,17,EQ-00456,Low Irradiance,High,49,2025-03-08 23:29:00,419,214.39,35.3
927,2025-09-04 12:15:00,16,EQ-00425,Low Irradiance,Medium,41,2025-09-04 16:26:00,251,478.86,39.79
928,2025-08-15 04:00:00,9,EQ-00226,Communication Loss,Medium,13,2025-08-15 05:15:00,75,47.84,4.39
929,2025-01-25 12:15:00,4,EQ-00094,Breaker Trip,Low,53,2025-01-25 19:54:00,459,292.16,35.66
930,2025-04-29 01:30:00,8,EQ-00211,Communication Loss,Low,55,2025-04-29 09:05:00,455,495.17,63.39
931,2025-05-10 03:15:00,19,EQ-00499,Communication Loss,Medium,30,2025-05-10 09:41:00,386,127.74,13.16
932,2025-06-05 07:00:00,12,EQ-00299,Transformer Overheating,Critical,54,2025-06-05 14:13:00,433,36.34,4.89
933,2025-10-22 05:30:00,13,EQ-00331,Transformer Overheating,High,9,2025-10-22 08:47:00,197,346.52,62.14
934,2025-03-03 07:30:00,13,EQ-00330,Communication Loss,Low,35,2025-03-03 08:59:00,89,110.45,11.8
935,2025-04-28 09:30:00,6,EQ-00137,Breaker Trip,Low,58,2025-04-28 16:09:00,399,147.89,22.6
936,2025-12-06 16:30:00,20,EQ-00517,Transformer Overheating,High,38,2025-12-06 23:31:00,421,398.24,60.99
937,2025-01-21 12:00:00,5,EQ-00133,Inverter Failure,Low,12,2025-01-21 17:10:00,310,31.02,4.9
938,2025-07-09 18:00:00,7,EQ-00182,Under Voltage,Low,52,2025-07-10 00:33:00,393,444.85,66.5
939,2025-06-23 09:00:00,7,EQ-00188,Over Voltage,Medium,50,2025-06-23 15:55:00,415,409.53,43.65
940,2025-02-27 20:30:00,18,EQ-00481,Low Irradiance,Low,41,2025-02-28 02:11:00,341,241.34,20.88
941,2025-04-27 09:00:00,1,EQ-00011,Under Voltage,Low,36,2025-04-27 13:07:00,247,362.75,46.35
942,2025-07-27 14:45:00,3,EQ-00062,DC Fault,Low,55,2025-07-27 21:44:00,419,356.51,57.94
943,2025-12-16 09:30:00,8,EQ-00204,Breaker Trip,High,25,2025-12-16 17:12:00,462,265.16,21.48
944,2025-03-02 20:00:00,5,EQ-00120,Inverter Failure,High,58,2025-03-03 02:29:00,389,406.09,50.13
945,2025-05-11 05:30:00,2,EQ-00050,DC Fault,Low,28,2025-05-11 06:34:00,64,489.48,48.91
946,2025-06-08 09:00:00,4,EQ-00087,DC Fault,Low,27,2025-06-08 14:10:00,310,414.22,56.86
947,2025-08-01 08:30:00,16,EQ-00420,Communication Loss,Medium,11,2025-08-01 10:16:00,106,290.96,41.35
948,2025-03-14 21:45:00,20,EQ-00527,Communication Loss,High,50,2025-03-14 23:09:00,84,319.72,37.27
949,2025-08-04 02:15:00,11,EQ-00283,Low Irradiance,High,50,2025-08-04 06:16:00,241,414.83,70.53
950,2025-09-26 23:45:00,4,EQ-00083,Low Irradiance,Medium,57,2025-09-27 07:42:00,477,37.27,5.66
951,2025-05-12 21:15:00,19,EQ-00493,Transformer Overheating,High,15,2025-05-12 21:39:00,24,442.84,71.24
952,2025-07-11 20:15:00,3,EQ-00072,Under Voltage,High,5,2025-07-12 00:27:00,252,212.26,36.78
953,2025-12-18 13:45:00,4,EQ-00092,AC Fault,Medium,40,2025-12-18 20:07:00,382,230.56,34.08
954,2025-08-07 22:15:00,6,EQ-00151,Low Irradiance,Medium,18,2025-08-08 00:47:00,152,309.47,48.08
955,2025-08-11 14:45:00,4,EQ-00095,Over Voltage,Low,55,2025-08-11 20:12:00,327,325.15,43.16
956,2025-03-04 17:00:00,14,EQ-00355,Grid Outage,Low,22,2025-03-04 23:19:00,379,394.2,54.56
957,2025-09-12 13:00:00,11,EQ-00292,Communication Loss,High,48,2025-09-12 13:14:00,14,299.9,31.24
958,2025-10-11 09:00:00,2,EQ-00031,Communication Loss,Medium,28,2025-10-11 14:01:00,301,371.51,57.48
959,2025-11-26 05:00:00,14,EQ-00362,AC Fault,High,41,2025-11-26 06:28:00,88,154.23,13.7
960,2025-11-28 03:30:00,1,EQ-00012,Low Irradiance,Medium,9,2025-11-28 10:28:00,418,68.52,12.23
961,2025-07-16 19:30:00,7,EQ-00163,Grid Outage,Medium,44,2025-07-16 20:30:00,60,387.54,44.03
962,2025-08-27 01:30:00,14,EQ-00358,Transformer Overheating,Low,11,2025-08-27 06:03:00,273,290.72,47.32
963,2025-07-09 19:30:00,20,EQ-00537,Communication Loss,Low,40,2025-07-10 00:58:00,328,24.41,3.75
964,2025-01-19 18:00:00,11,EQ-00286,Low Irradiance,High,50,2025-01-20 00:28:00,388,494.04,87.18
965,2025-08-14 11:30:00,2,EQ-00043,Transformer Overheating,Low,8,2025-08-14 14:20:00,170,39.18,4.94
966,2025-04-01 16:15:00,3,EQ-00061,Breaker Trip,Low,23,2025-04-01 22:08:00,353,151.21,24.05
967,2025-09-19 16:00:00,10,EQ-00246,Inverter Failure,High,49,2025-09-19 21:52:00,352,88.46,10.15
968,2025-07-09 18:00:00,20,EQ-00514,Inverter Failure,Medium,22,2025-07-09 22:02:00,242,313.06,37.03
969,2025-01-15 16:30:00,15,EQ-00385,Breaker Trip,Low,55,2025-01-15 19:26:00,176,78.68,14.0
970,2025-01-21 02:30:00,11,EQ-00272,DC Fault,Medium,8,2025-01-21 02:40:00,10,136.87,19.26
971,2025-01-21 23:15:00,18,EQ-00463,DC Fault,Low,56,2025-01-22 03:25:00,250,290.72,49.9
972,2025-05-10 22:15:00,18,EQ-00474,Under Voltage,Medium,50,2025-05-11 04:14:00,359,154.19,17.36
973,2025-11-16 10:00:00,12,EQ-00303,Over Voltage,Medium,52,2025-11-16 16:19:00,379,83.85,6.8
974,2025-06-02 16:15:00,5,EQ-00109,Under Voltage,Medium,16,2025-06-02 18:19:00,124,384.0,34.48
975,2025-01-07 12:30:00,19,EQ-00500,Transformer Overheating,Low,52,2025-01-07 18:42:00,372,42.56,5.43
976,2025-08-17 16:45:00,16,EQ-00416,AC Fault,Low,58,2025-08-18 00:03:00,438,277.56,32.52
977,2025-09-18 14:00:00,10,EQ-00253,Breaker Trip,High,22,2025-09-18 15:04:00,64,109.81,12.06
978,2025-12-09 22:00:00,2,EQ-00039,Breaker Trip,High,5,2025-12-10 02:40:00,280,132.92,11.17
979,2025-12-05 00:00:00,14,EQ-00365,Communication Loss,Medium,26,2025-12-05 06:14:00,374,376.2,60.7
980,2025-04-20 20:00:00,20,EQ-00520,AC Fault,Low,45,2025-04-20 21:29:00,89,388.23,67.25
981,2025-05-22 19:15:00,6,EQ-00139,Over Voltage,Low,54,2025-05-22 23:24:00,249,356.81,36.73
982,2025-03-12 11:00:00,6,EQ-00160,AC Fault,Low,56,2025-03-12 16:26:00,326,248.12,33.82
983,2025-05-10 02:00:00,13,EQ-00335,Low Irradiance,Low,52,2025-05-10 04:32:00,152,153.48,22.67
984,2025-01-04 06:00:00,7,EQ-00175,Breaker Trip,High,53,2025-01-04 08:45:00,165,89.51,9.19
985,2025-10-15 06:15:00,8,EQ-00209,Breaker Trip,Low,32,2025-10-15 10:11:00,236,467.53,60.68
986,2025-08-08 04:45:00,11,EQ-00283,AC Fault,Medium,33,2025-08-08 10:52:00,367,88.01,11.13
987,2025-02-21 22:00:00,7,EQ-00170,Inverter Failure,Low,48,2025-02-22 02:48:00,288,262.33,45.43
988,2025-11-11 19:15:00,4,EQ-00082,Inverter Failure,Medium,50,2025-11-12 01:27:00,372,23.01,2.68
989,2025-01-18 16:30:00,1,EQ-00004,DC Fault,Medium,11,2025-01-18 19:52:00,202,272.81,44.43
990,2025-03-02 01:15:00,13,EQ-00348,Inverter Failure,Medium,17,2025-03-02 02:55:00,100,375.24,59.63
991,2025-06-22 23:45:00,19,EQ-00506,Inverter Failure,Low,16,2025-06-23 05:25:00,340,46.52,6.64
992,2025-05-16 20:30:00,10,EQ-00265,DC Fault,Medium,22,2025-05-17 01:52:00,322,80.75,8.69
993,2025-01-25 14:30:00,2,EQ-00033,AC Fault,High,17,2025-01-25 17:10:00,160,65.69,10.1
994,2025-05-05 17:00:00,16,EQ-00414,Under Voltage,Low,8,2025-05-05 22:18:00,318,341.73,35.37
995,2025-01-08 16:00:00,13,EQ-00343,Under Voltage,Low,13,2025-01-08 18:16:00,136,53.4,5.49
996,2025-09-30 20:45:00,8,EQ-00203,Communication Loss,Low,43,2025-10-01 00:07:00,202,42.85,6.37
997,2025-12-24 13:30:00,16,EQ-00418,DC Fault,Low,57,2025-12-24 13:53:00,23,272.95,44.5
998,2025-03-18 12:30:00,20,EQ-00514,Grid Outage,Low,25,2025-03-18 17:34:00,304,235.03,24.22
999,2025-10-19 03:45:00,15,EQ-00392,Over Voltage,Low,37,2025-10-19 06:07:00,142,143.37,23.73
1000,2025-02-16 00:00:00,5,EQ-00134,AC Fault,High,19,2025-02-16 01:45:00,105,65.01,7.59
1001,2025-03-14 07:45:00,7,EQ-00179,Under Voltage,Medium,9,2025-03-14 10:01:00,136,493.63,52.62
1002,2025-06-21 07:30:00,11,EQ-00287,Inverter Failure,Low,13,2025-06-21 14:40:00,430,279.99,50.34
1003,2025-03-15 13:00:00,10,EQ-00251,Over Voltage,Medium,10,2025-03-15 14:10:00,70,229.36,38.97
1004,2025-09-22 08:00:00,17,EQ-00443,Over Voltage,Low,21,2025-09-22 10:27:00,147,131.0,17.14
1005,2025-11-14 15:30:00,6,EQ-00162,AC Fault,Low,55,2025-11-14 17:08:00,98,28.01,4.68
1006,2025-12-19 11:45:00,2,EQ-00044,Under Voltage,High,44,2025-12-19 17:01:00,316,279.06,46.11
1007,2025-05-15 04:45:00,18,EQ-00483,Low Irradiance,Medium,12,2025-05-15 07:42:00,177,30.27,3.39
1008,2025-12-10 07:00:00,10,EQ-00267,Grid Outage,Medium,58,2025-12-10 07:47:00,47,273.19,29.04
1009,2025-08-03 06:00:00,14,EQ-00365,Low Irradiance,Low,12,2025-08-03 11:47:00,347,162.43,21.81
1010,2025-09-02 22:15:00,14,EQ-00376,Transformer Overheating,Low,29,2025-09-03 01:49:00,214,368.95,54.02
1011,2025-02-07 21:00:00,1,EQ-00027,Low Irradiance,Critical,18,2025-02-07 22:50:00,110,463.57,76.3
1012,2025-09-06 16:15:00,18,EQ-00465,Inverter Failure,Medium,40,2025-09-06 21:02:00,287,215.12,32.96
1013,2025-08-23 20:15:00,3,EQ-00070,Under Voltage,High,33,2025-08-24 02:58:00,403,179.33,17.21
1014,2025-10-03 02:30:00,8,EQ-00212,Inverter Failure,High,57,2025-10-03 04:19:00,109,121.63,18.9
1015,2025-08-02 11:15:00,9,EQ-00241,AC Fault,Medium,46,2025-08-02 18:33:00,438,408.24,62.12
1016,2025-08-22 07:45:00,19,EQ-00488,Breaker Trip,Low,46,2025-08-22 09:56:00,131,354.77,37.58
1017,2025-09-04 19:00:00,12,EQ-00321,Under Voltage,High,20,2025-09-05 02:00:00,420,243.19,32.9
1018,2025-05-29 16:30:00,16,EQ-00429,Grid Outage,High,19,2025-05-29 22:46:00,376,63.83,6.92
1019,2025-07-26 11:30:00,15,EQ-00387,Over Voltage,Low,21,2025-07-26 18:50:00,440,430.12,54.89
1020,2025-12-08 03:45:00,6,EQ-00142,Transformer Overheating,Critical,40,2025-12-08 05:13:00,88,451.15,73.95
1021,2025-05-02 07:15:00,12,EQ-00319,AC Fault,Low,44,2025-05-02 12:53:00,338,464.4,43.24
1022,2025-02-14 08:15:00,19,EQ-00505,Over Voltage,High,46,2025-02-14 14:28:00,373,76.04,9.11
1023,2025-04-06 02:15:00,5,EQ-00122,Low Irradiance,Low,13,2025-04-06 06:08:00,233,415.53,41.74
1024,2025-07-15 03:45:00,18,EQ-00484,Over Voltage,High,18,2025-07-15 09:53:00,368,126.58,10.87
1025,2025-07-11 19:15:00,16,EQ-00408,Communication Loss,Medium,51,2025-07-11 21:47:00,152,181.99,19.2
1026,2025-06-11 14:30:00,20,EQ-00538,DC Fault,High,21,2025-06-11 21:02:00,392,45.8,4.75
1027,2025-03-20 03:30:00,9,EQ-00217,Inverter Failure,High,41,2025-03-20 09:20:00,350,155.44,21.89
1028,2025-11-29 15:00:00,6,EQ-00155,Breaker Trip,Low,31,2025-11-29 19:21:00,261,405.23,63.85
1029,2025-07-07 23:45:00,2,EQ-00034,Communication Loss,Medium,28,2025-07-08 06:36:00,411,318.77,37.83
1030,2025-10-12 11:30:00,9,EQ-00225,Transformer Overheating,Medium,25,2025-10-12 14:25:00,175,353.24,58.23
1031,2025-01-09 16:15:00,14,EQ-00355,Communication Loss,Low,27,2025-01-09 21:33:00,318,28.1,4.04
1032,2025-01-28 08:15:00,8,EQ-00207,Low Irradiance,High,30,2025-01-28 13:10:00,295,369.74,34.33
1033,2025-09-19 21:30:00,8,EQ-00215,DC Fault,High,54,2025-09-20 03:53:00,383,357.58,31.15
1034,2025-06-08 15:30:00,18,EQ-00472,Transformer Overheating,Medium,53,2025-06-08 18:45:00,195,394.05,54.4
1035,2025-08-16 08:45:00,18,EQ-00464,AC Fault,Medium,49,2025-08-16 13:04:00,259,459.48,52.21
1036,2025-04-10 23:00:00,16,EQ-00427,Over Voltage,Low,42,2025-04-11 02:10:00,190,371.11,30.55
1037,2025-11-11 01:30:00,12,EQ-00313,DC Fault,Low,17,2025-11-11 09:29:00,479,372.03,60.88
1038,2025-07-06 03:30:00,4,EQ-00084,Grid Outage,Medium,14,2025-07-06 04:22:00,52,104.1,18.33
1039,2025-05-02 13:15:00,5,EQ-00117,DC Fault,Medium,7,2025-05-02 13:33:00,18,81.37,6.64
1040,2025-05-06 18:00:00,15,EQ-00399,Inverter Failure,High,45,2025-05-06 21:57:00,237,38.21,5.01
1041,2025-10-15 08:45:00,5,EQ-00124,Communication Loss,Medium,20,2025-10-15 14:01:00,316,340.03,32.56
1042,2025-07-07 01:00:00,11,EQ-00295,AC Fault,Low,21,2025-07-07 03:37:00,157,444.05,59.9
1043,2025-01-10 10:45:00,16,EQ-00411,DC Fault,High,51,2025-01-10 18:17:00,452,202.76,21.09
1044,2025-10-28 22:45:00,16,EQ-00408,Under Voltage,Low,34,2025-10-29 01:28:00,163,446.14,47.5
1045,2025-04-23 05:15:00,10,EQ-00256,Low Irradiance,Low,25,2025-04-23 10:52:00,337,137.16,24.51
1046,2025-02-24 00:15:00,18,EQ-00470,Communication Loss,Medium,18,2025-02-24 07:47:00,452,431.67,41.29
1047,2025-05-02 03:30:00,3,EQ-00066,Over Voltage,Critical,34,2025-05-02 07:35:00,245,365.62,54.43
1048,2025-12-27 15:15:00,16,EQ-00409,Breaker Trip,Medium,49,2025-12-27 20:34:00,319,70.26,10.99
1049,2025-05-08 00:30:00,3,EQ-00070,Grid Outage,High,35,2025-05-08 01:17:00,47,442.25,51.78
1050,2025-01-08 13:15:00,5,EQ-00125,DC Fault,Low,55,2025-01-08 18:32:00,317,325.7,57.16
1051,2025-07-06 07:15:00,5,EQ-00109,Grid Outage,Low,29,2025-07-06 07:26:00,11,472.67,74.72
1052,2025-05-07 17:45:00,15,EQ-00402,DC Fault,Low,14,2025-05-08 00:39:00,414,85.03,7.62
1053,2025-03-05 22:00:00,5,EQ-00109,DC Fault,Medium,57,2025-03-06 05:45:00,465,461.37,68.86
1054,2025-01-29 23:00:00,3,EQ-00064,Transformer Overheating,Low,32,2025-01-30 01:01:00,121,416.73,72.58
1055,2025-07-02 02:30:00,2,EQ-00038,Over Voltage,Low,9,2025-07-02 07:57:00,327,43.2,5.71
1056,2025-02-25 01:15:00,18,EQ-00470,Under Voltage,Medium,33,2025-02-25 04:28:00,193,44.6,5.25
1057,2025-06-21 16:00:00,19,EQ-00509,Grid Outage,High,23,2025-06-21 19:21:00,201,385.25,46.92
1058,2025-05-11 08:45:00,7,EQ-00169,Low Irradiance,Critical,39,2025-05-11 10:34:00,109,389.32,34.08
1059,2025-05-06 10:30:00,11,EQ-00277,DC Fault,Medium,59,2025-05-06 18:20:00,470,45.4,4.22
1060,2025-11-06 14:15:00,17,EQ-00438,Over Voltage,Medium,30,2025-11-06 19:04:00,289,169.95,29.76
1061,2025-01-24 08:15:00,6,EQ-00141,DC Fault,Low,47,2025-01-24 12:58:00,283,319.48,39.55
1062,2025-06-12 20:45:00,16,EQ-00415,Communication Loss,Medium,49,2025-06-13 01:03:00,258,237.08,26.9
1063,2025-09-21 05:15:00,7,EQ-00167,Under Voltage,Medium,26,2025-09-21 07:26:00,131,456.95,54.87
1064,2025-04-12 06:30:00,5,EQ-00132,AC Fault,Critical,54,2025-04-12 11:13:00,283,422.76,43.03
1065,2025-12-10 08:45:00,6,EQ-00161,Transformer Overheating,Low,27,2025-12-10 16:32:00,467,211.13,22.4
1066,2025-11-01 18:15:00,3,EQ-00080,Grid Outage,Low,47,2025-11-01 22:28:00,253,401.18,50.46
1067,2025-08-08 12:15:00,1,EQ-00021,Breaker Trip,High,22,2025-08-08 18:43:00,388,139.01,16.93
1068,2025-03-27 17:00:00,20,EQ-00534,AC Fault,Medium,17,2025-03-27 22:46:00,346,125.88,16.26
1069,2025-04-05 17:00:00,17,EQ-00450,Over Voltage,Medium,19,2025-04-05 21:20:00,260,275.19,35.04
1070,2025-05-19 12:45:00,10,EQ-00261,Under Voltage,Low,30,2025-05-19 18:45:00,360,269.8,47.94
1071,2025-06-24 02:00:00,14,EQ-00358,DC Fault,Medium,12,2025-06-24 02:50:00,50,453.68,79.29
1072,2025-11-22 04:00:00,6,EQ-00149,AC Fault,High,10,2025-11-22 06:37:00,157,468.13,76.68
1073,2025-05-24 10:15:00,16,EQ-00427,Transformer Overheating,High,40,2025-05-24 13:57:00,222,79.85,10.22
1074,2025-07-23 13:30:00,2,EQ-00044,Transformer Overheating,Medium,54,2025-07-23 17:11:00,221,218.64,33.95
1075,2025-11-10 02:00:00,14,EQ-00377,Inverter Failure,Medium,48,2025-11-10 06:23:00,263,134.04,17.03
1076,2025-08-06 13:00:00,2,EQ-00053,Breaker Trip,High,51,2025-08-06 16:19:00,199,296.75,44.87
1077,2025-11-26 10:15:00,10,EQ-00259,AC Fault,Low,6,2025-11-26 17:15:00,420,107.7,10.24
1078,2025-01-30 19:30:00,7,EQ-00180,Transformer Overheating,Medium,10,2025-01-31 03:05:00,455,72.23,10.98
1079,2025-05-19 22:00:00,7,EQ-00175,Communication Loss,Medium,59,2025-05-20 00:43:00,163,165.86,28.86
1080,2025-01-11 20:45:00,15,EQ-00403,Breaker Trip,High,46,2025-01-11 21:49:00,64,48.03,6.57
1081,2025-02-06 19:30:00,19,EQ-00510,DC Fault,High,8,2025-02-06 22:57:00,207,307.91,47.14
1082,2025-12-01 05:45:00,13,EQ-00343,Grid Outage,Medium,7,2025-12-01 09:58:00,253,408.9,53.21
1083,2025-10-16 19:45:00,7,EQ-00186,Communication Loss,Low,31,2025-10-16 23:39:00,234,139.16,16.3
1084,2025-06-15 06:30:00,18,EQ-00461,DC Fault,High,7,2025-06-15 10:03:00,213,235.78,18.89
1085,2025-12-17 08:30:00,7,EQ-00184,Grid Outage,High,18,2025-12-17 15:27:00,417,499.83,51.21
1086,2025-03-21 14:00:00,3,EQ-00068,DC Fault,Low,29,2025-03-21 19:35:00,335,55.08,4.74
1087,2025-11-29 04:15:00,15,EQ-00400,Breaker Trip,Low,36,2025-11-29 10:09:00,354,154.95,25.01
1088,2025-09-10 02:45:00,18,EQ-00474,Grid Outage,Low,42,2025-09-10 03:03:00,18,473.24,69.4
1089,2025-03-24 21:00:00,15,EQ-00396,Grid Outage,High,44,2025-03-25 04:35:00,455,495.22,70.79
1090,2025-12-13 07:30:00,18,EQ-00480,Low Irradiance,Low,54,2025-12-13 08:51:00,81,246.87,27.03
1091,2025-06-18 13:00:00,11,EQ-00294,Inverter Failure,Medium,36,2025-06-18 19:43:00,403,183.0,29.82
1092,2025-10-16 00:15:00,16,EQ-00408,DC Fault,Low,25,2025-10-16 07:48:00,453,180.7,18.05
1093,2025-12-05 14:00:00,16,EQ-00430,Communication Loss,Low,49,2025-12-05 19:52:00,352,460.18,79.89
1094,2025-10-05 09:45:00,14,EQ-00361,Low Irradiance,High,25,2025-10-05 16:14:00,389,180.65,17.47
1095,2025-06-29 15:45:00,18,EQ-00472,Communication Loss,Critical,23,2025-06-29 18:57:00,192,250.38,35.92
1096,2025-11-24 11:15:00,3,EQ-00065,Under Voltage,Low,44,2025-11-24 17:53:00,398,128.79,19.85
1097,2025-04-15 17:00:00,12,EQ-00306,DC Fault,Low,18,2025-04-16 00:58:00,478,256.98,21.63
1098,2025-12-29 23:30:00,15,EQ-00386,Grid Outage,Medium,46,2025-12-30 03:10:00,220,336.89,44.54
1099,2025-03-17 05:45:00,12,EQ-00299,Low Irradiance,Low,50,2025-03-17 13:03:00,438,157.48,16.26
1100,2025-10-09 01:15:00,12,EQ-00300,Communication Loss,Low,6,2025-10-09 04:33:00,198,138.18,11.63
1101,2025-04-16 22:15:00,12,EQ-00317,Over Voltage,Low,5,2025-04-17 03:11:00,296,290.45,42.61
1102,2025-05-27 04:45:00,19,EQ-00501,Under Voltage,Low,43,2025-05-27 08:01:00,196,137.92,17.33
1103,2025-08-29 17:00:00,2,EQ-00039,Under Voltage,Low,27,2025-08-29 17:40:00,40,75.46,10.23
1104,2025-11-24 05:45:00,15,EQ-00382,Under Voltage,Medium,34,2025-11-24 11:55:00,370,20.72,2.56
1105,2025-03-10 13:45:00,4,EQ-00099,Grid Outage,Medium,21,2025-03-10 17:23:00,218,401.7,37.75
1106,2025-10-25 10:00:00,16,EQ-00427,AC Fault,Low,6,2025-10-25 11:05:00,65,312.29,47.26
1107,2025-09-28 22:15:00,20,EQ-00523,Breaker Trip,Low,5,2025-09-29 03:19:00,304,437.35,76.4
1108,2025-11-04 17:00:00,15,EQ-00379,Over Voltage,Medium,36,2025-11-04 18:55:00,115,31.09,5.59
1109,2025-03-10 08:30:00,17,EQ-00439,DC Fault,Medium,45,2025-03-10 16:05:00,455,438.28,60.45
1110,2025-07-09 13:15:00,19,EQ-00504,Over Voltage,Medium,55,2025-07-09 13:43:00,28,44.78,6.05
1111,2025-12-04 04:15:00,19,EQ-00502,Low Irradiance,Medium,11,2025-12-04 09:34:00,319,119.57,12.81
1112,2025-09-08 05:15:00,2,EQ-00036,Inverter Failure,Low,50,2025-09-08 07:45:00,150,316.49,42.48
1113,2025-10-03 03:30:00,8,EQ-00191,AC Fault,Low,13,2025-10-03 06:37:00,187,470.75,47.99
1114,2025-05-04 13:15:00,2,EQ-00043,Breaker Trip,Critical,53,2025-05-04 18:49:00,334,291.01,50.81
1115,2025-04-04 01:30:00,20,EQ-00534,Communication Loss,Medium,31,2025-04-04 06:49:00,319,126.44,22.02
1116,2025-10-26 12:00:00,12,EQ-00318,Grid Outage,Low,53,2025-10-26 12:25:00,25,301.5,27.41
1117,2025-02-03 00:30:00,17,EQ-00433,Low Irradiance,Low,25,2025-02-03 06:54:00,384,106.26,14.81
1118,2025-08-23 16:15:00,2,EQ-00038,Over Voltage,High,28,2025-08-23 18:07:00,112,234.29,34.57
1119,2025-03-06 03:30:00,9,EQ-00238,Breaker Trip,High,40,2025-03-06 09:41:00,371,216.48,37.31
1120,2025-07-15 06:00:00,7,EQ-00176,Low Irradiance,Low,52,2025-07-15 11:59:00,359,280.33,41.98
